Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
,,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",10/5/2022 10:35,,,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,ApplicationStart,,,,,,,
0,Normal,10,,10/5/2022 10:36,,FALSE,946f7cb8-4f7c-4580-bdac-44bd2b9b3d7c,FingerFollowConfig,,,,,,,
4,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161346868,0.697369456,0.195281774,,,0,
4,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.033074714,0.869874001,0.138026297,,,0,
84,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.160003185,0.698529303,0.194436714,,,1,0
84,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.033970706,0.869990826,0.137807369,,,1,0
165,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161466017,0.698600471,0.193685949,,,2,1
165,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.035521559,0.868838549,0.137493834,,,2,1
247,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162228271,0.698322475,0.193677306,,,3,2
247,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.03415646,0.869065106,0.139352143,,,3,2
330,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162518501,0.696941316,0.19365333,,,4,3
330,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.031402595,0.877343595,0.142371222,,,4,3
413,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.163021579,0.696062624,0.194405913,,,5,4
413,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.018201901,0.90157336,0.152945861,,,5,4
497,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162692726,0.695305526,0.195054427,,,6,5
497,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,-0.003403145,0.926485956,0.161230311,,,6,5
580,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161234811,0.694684565,0.19471693,,,7,6
580,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.008786721,0.946528256,0.166200459,,,7,6
664,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161498517,0.69463557,0.195235863,,,8,7
664,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.01965615,0.963965476,0.169805318,,,8,7
747,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161220074,0.69471097,0.194623172,,,9,8
747,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.027209526,0.978628755,0.171634495,,,9,8
831,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162068412,0.695034802,0.194725677,,,10,9
831,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.03078426,0.991510212,0.173833966,,,10,9
915,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162251368,0.695184529,0.194787458,,,,
915,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.028663468,1.002572775,0.174136341,,,,
998,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162336454,0.694822073,0.19493182,,,,
998,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.028127948,1.01702404,0.173006043,,,,
1082,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162896499,0.694628596,0.195305586,,,,
1082,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.029342132,1.031369686,0.170047179,,,,
1165,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.16331163,0.695142508,0.195227996,,,,
1165,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.030884782,1.042737722,0.166794509,,,,
1249,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162618324,0.695188701,0.195033729,,,,
1249,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.032686278,1.052064061,0.162096635,,,,
1333,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162827283,0.694978297,0.195015356,,,,
1333,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.033588976,1.057674289,0.161479995,,,,
1403,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162204534,0.695910752,0.194727764,,,,
1403,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.031272613,1.059989691,0.161699951,,,,
1487,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161299378,0.696466565,0.194521636,,,,
1487,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.031067872,1.060600758,0.166733593,,,,
1570,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161729187,0.696200311,0.194747433,,,,
1570,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.032810241,1.068436623,0.168778554,,,,
1654,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161395162,0.69426024,0.195815802,,,,
1654,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.029121922,1.084560752,0.170649797,,,,
1738,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161400169,0.694701433,0.195712566,,,,
1738,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.025043588,1.106500506,0.16989924,,,,
1821,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161387935,0.694260657,0.195731744,,,,
1821,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.028494017,1.130535483,0.16953142,,,,
1905,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161768183,0.694452345,0.195665196,,,,
1905,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.032558061,1.148392916,0.171392396,,,,
1988,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.161907837,0.694356918,0.195747986,,,,
1988,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.03537165,1.156526208,0.175258547,,,,
2072,,,,10/5/2022 10:36,FingerFollowData,,,LeftControllerPosition,-0.162062332,0.693983555,0.196215704,,,,
2072,,,,10/5/2022 10:36,FingerFollowData,,,RightControllerPosition,0.03440351,1.152175188,0.189104736,,,,
