_id,Value.Time,Value.Type,Value.PatientID,Value.TrialID,Value.Scenario[0],Value.Scenario[1],Value.Scenario[2],Value.Scenario[3],Value.Scenario[4],Value.Scenario[5],Value.Scenario[6],Value.Scenario[7],Value.Scenario[8],Value.Scenario[9],Value.ElapsedTime,Value.ToolEnded,Value.Repetitions,Value.TargetSpeed,Value.TargetSize,Value.ToolData,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity
6504698e88f911d6b5fcc933,2023-09-15 10:26:22 AM,ApplicationStart,Default,bc042207-18d8-4d21-af18-228b5025b4f3,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFollowScene,EyeTrackingFollowScene,EyeTrackingFollowScene,EyeTrackingMultipleScene,EyeTrackingMultipleScene,EyeTrackingMultipleScene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650469e688f911d6b5fce3f4,2023-09-15 10:27:50 AM,EyeTrackingFollowConfig,Default,bc042207-18d8-4d21-af18-228b5025b4f3,,,,,,,,,,,0,false,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650469e688f911d6b5fce3f6,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,0,,,,,EyeTrackingFollowData,0.8619060516357422,-1,0.4440269470214844,0.644976019859314,0,0,0,32.784759521484375,-1.2356109619140625,-25.439712524414062,0.556732714176178,-1,0.5581518411636353,0.6459825038909912,0,0,0,-30.661544799804688,-1.8745574951171875,-25.059356689453125,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce3f8,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,3,,,,,EyeTrackingFollowData,1,-1,0.5221936106681824,0.5569378137588501,0,0,0,31.814254760742188,1.0417938232421875,-24.702056884765625,1,-1,0.5290921926498413,0.5933948755264282,0,0,0,-30.672042846679688,-0.17919921875,-24.306610107421875,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce3fa,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,14,,,,,EyeTrackingFollowData,1,-1,0.4975161850452423,0.5217900276184082,0,0,0,31.947479248046875,0.9859771728515625,-24.990188598632812,1,-1,0.5515547394752502,0.5478907227516174,0,0,0,-30.545562744140625,0.0376739501953125,-25.464675903320312,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce3fc,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,21,,,,,EyeTrackingFollowData,1,-1,0.4975161850452423,0.5217900276184082,0,0,0,31.947479248046875,0.9859771728515625,-24.990188598632812,1,-1,0.5515547394752502,0.5478907227516174,0,0,0,-30.545562744140625,0.0376739501953125,-25.464675903320312,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce3fe,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,25,,,,,EyeTrackingFollowData,1,-1,0.4975161850452423,0.5217900276184082,0,0,0,31.947479248046875,0.9859771728515625,-24.990188598632812,1,-1,0.5515547394752502,0.5478907227516174,0,0,0,-30.545562744140625,0.0376739501953125,-25.464675903320312,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce400,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,36,,,,,EyeTrackingFollowData,1,-1,0.4948899745941162,0.5158682465553284,0,0,0,31.971267700195312,0.9371795654296875,-24.867584228515625,1,-1,0.553382933139801,0.5479036569595337,0,0,0,-30.55035400390625,-0.0882568359375,-25.19451904296875,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce402,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,47,,,,,EyeTrackingFollowData,1,-1,0.49646490812301636,0.511335015296936,0,0,0,31.94659423828125,0.940765380859375,-25.127792358398438,1,-1,0.5512114763259888,0.5524818301200867,0,0,0,-30.555313110351562,-0.238739013671875,-24.914535522460938,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce404,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,53,,,,,EyeTrackingFollowData,1,-1,0.49646490812301636,0.511335015296936,0,0,0,31.94659423828125,0.940765380859375,-25.127792358398438,1,-1,0.5512114763259888,0.5524818301200867,0,0,0,-30.555313110351562,-0.238739013671875,-24.914535522460938,0,0,0,0,-1,-1,-1,-1,-1,-1,0,false
650469e688f911d6b5fce406,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,58,,,,,EyeTrackingFollowData,1,2.7677764892578125,0.4971698820590973,0.5186677575111389,-0.0142974853515625,-0.110687255859375,0.993743896484375,31.937820434570312,0.8359222412109375,-24.867828369140625,1,3.0421905517578125,0.5520902276039124,0.548072338104248,0.0164794921875,-0.0766143798828125,0.996917724609375,-30.57781982421875,-0.304931640625,-24.764694213867188,0,0,0,0,0.007293701171875,-0.0867919921875,0.996185302734375,-11.921035766601562,0.0355377197265625,-24.79547119140625,0,false
650469e688f911d6b5fce408,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,69,,,,,EyeTrackingFollowData,1,2.7677764892578125,0.4971698820590973,0.5186677575111389,-0.0142974853515625,-0.110687255859375,0.993743896484375,31.937820434570312,0.8359222412109375,-24.867828369140625,1,3.0421905517578125,0.5520902276039124,0.548072338104248,0.0164794921875,-0.0766143798828125,0.996917724609375,-30.57781982421875,-0.304931640625,-24.764694213867188,0,0,0,0,0.007293701171875,-0.0867919921875,0.996185302734375,-11.921035766601562,0.0355377197265625,-24.79547119140625,0,false
650469e688f911d6b5fce40a,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,81,,,,,EyeTrackingFollowData,1,2.73602294921875,0.49607908725738525,0.5181176066398621,-0.0048980712890625,-0.0991668701171875,0.99505615234375,31.930084228515625,0.804595947265625,-24.890151977539062,1,3.10675048828125,0.5527515411376953,0.548808753490448,0.0150299072265625,-0.072357177734375,0.99725341796875,-30.589920043945312,-0.3578643798828125,-24.721847534179688,0,0,0,0,-0.003936767578125,-0.097869873046875,0.99517822265625,28.893585205078125,0.748138427734375,-24.881973266601562,0,false
650469e688f911d6b5fce40c,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,85,,,,,EyeTrackingFollowData,1,2.73602294921875,0.49607908725738525,0.5181176066398621,-0.0048980712890625,-0.0991668701171875,0.99505615234375,31.930084228515625,0.804595947265625,-24.890151977539062,1,3.10675048828125,0.5527515411376953,0.548808753490448,0.0150299072265625,-0.072357177734375,0.99725341796875,-30.589920043945312,-0.3578643798828125,-24.721847534179688,0,0,0,0,-0.003936767578125,-0.097869873046875,0.99517822265625,28.893585205078125,0.748138427734375,-24.881973266601562,0,false
650469e688f911d6b5fce40e,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,92,,,,,EyeTrackingFollowData,1,2.832763671875,0.4958343505859375,0.516862690448761,-0.0071563720703125,-0.0777740478515625,0.9969329833984375,31.944869995117188,0.7105712890625,-24.755630493164062,1,3.0093841552734375,0.5527509450912476,0.5509016513824463,0.0140838623046875,-0.08056640625,0.99664306640625,-30.587966918945312,-0.3953857421875,-24.686813354492188,0,0,0,0,-0.0061798095703125,-0.0778961181640625,0.9969329833984375,29.05499267578125,0.659454345703125,-24.752456665039062,0,false
650469e688f911d6b5fce410,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,103,,,,,EyeTrackingFollowData,1,2.832763671875,0.4958343505859375,0.516862690448761,-0.0071563720703125,-0.0777740478515625,0.9969329833984375,31.944869995117188,0.7105712890625,-24.755630493164062,1,3.0093841552734375,0.5527509450912476,0.5509016513824463,0.0140838623046875,-0.08056640625,0.99664306640625,-30.587966918945312,-0.3953857421875,-24.686813354492188,0,0,0,0,-0.0061798095703125,-0.0778961181640625,0.9969329833984375,29.05499267578125,0.659454345703125,-24.752456665039062,0,false
650469e688f911d6b5fce412,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,114,,,,,EyeTrackingFollowData,1,2.8842315673828125,0.4963243007659912,0.5174452066421509,-0.0045013427734375,-0.080963134765625,0.9967041015625,31.91632080078125,0.712921142578125,-24.767669677734375,1,2.959228515625,0.5524941086769104,0.551262378692627,0.0172271728515625,-0.0783233642578125,0.99676513671875,-30.596267700195312,-0.431884765625,-24.6363525390625,0,0,0,0,0.01690673828125,-0.078369140625,0.9967803955078125,-29.684463500976562,-0.415191650390625,-24.638275146484375,0,false
650469e688f911d6b5fce414,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,119,,,,,EyeTrackingFollowData,1,2.8842315673828125,0.4963243007659912,0.5174452066421509,-0.0045013427734375,-0.080963134765625,0.9967041015625,31.91632080078125,0.712921142578125,-24.767669677734375,1,2.959228515625,0.5524941086769104,0.551262378692627,0.0172271728515625,-0.0783233642578125,0.99676513671875,-30.596267700195312,-0.431884765625,-24.6363525390625,0,0,0,0,0.01690673828125,-0.078369140625,0.9967803955078125,-29.684463500976562,-0.415191650390625,-24.638275146484375,0,false
650469e688f911d6b5fce416,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,125,,,,,EyeTrackingFollowData,1,2.8060302734375,0.4961202144622803,0.5194771885871887,-0.003875732421875,-0.09112548828125,0.995819091796875,31.921539306640625,0.68609619140625,-24.7391357421875,1,2.9720306396484375,0.5530961751937866,0.551935613155365,0.01446533203125,-0.07879638671875,0.9967803955078125,-30.601394653320312,-0.44921875,-24.63848876953125,0,0,0,0,0.0143280029296875,-0.078887939453125,0.99676513671875,-30.138656616210938,-0.440826416015625,-24.63922119140625,0,false
650469e688f911d6b5fce418,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,136,,,,,EyeTrackingFollowData,1,2.8370361328125,0.49613121151924133,0.5191456079483032,-0.0044097900390625,-0.08795166015625,0.9961090087890625,31.92266845703125,0.6808013916015625,-24.733108520507812,1,2.9498138427734375,0.5528651475906372,0.5521594882011414,0.015838623046875,-0.0789337158203125,0.9967498779296875,-30.601043701171875,-0.45269775390625,-24.650497436523438,0,0,0,0,0.015716552734375,-0.0789947509765625,0.9967498779296875,-30.211502075195312,-0.4456329345703125,-24.651016235351562,0,false
650469e688f911d6b5fce41a,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,147,,,,,EyeTrackingFollowData,1,2.8370361328125,0.49613121151924133,0.5191456079483032,-0.0044097900390625,-0.08795166015625,0.9961090087890625,31.92266845703125,0.6808013916015625,-24.733108520507812,1,2.9498138427734375,0.5528651475906372,0.5521594882011414,0.015838623046875,-0.0789337158203125,0.9967498779296875,-30.601043701171875,-0.45269775390625,-24.650497436523438,0,0,0,0,0.015716552734375,-0.0789947509765625,0.9967498779296875,-30.211502075195312,-0.4456329345703125,-24.651016235351562,0,false
650469e688f911d6b5fce41c,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,152,,,,,EyeTrackingFollowData,1,2.8370361328125,0.49613121151924133,0.5191456079483032,-0.0044097900390625,-0.08795166015625,0.9961090087890625,31.92266845703125,0.6808013916015625,-24.733108520507812,1,2.9498138427734375,0.5528651475906372,0.5521594882011414,0.015838623046875,-0.0789337158203125,0.9967498779296875,-30.601043701171875,-0.45269775390625,-24.650497436523438,0,0,0,0,0.015716552734375,-0.0789947509765625,0.9967498779296875,-30.211502075195312,-0.4456329345703125,-24.651016235351562,0,false
650469e688f911d6b5fce41e,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,158,,,,,EyeTrackingFollowData,1,2.8241424560546875,0.49611079692840576,0.5190430879592896,-0.007781982421875,-0.083343505859375,0.9964752197265625,31.938919067382812,0.6685791015625,-24.7547607421875,1,2.9573822021484375,0.5528651475906372,0.5523438453674316,0.0160980224609375,-0.0783843994140625,0.9967803955078125,-30.601699829101562,-0.4531097412109375,-24.678024291992188,0,0,0,0,0.016021728515625,-0.078399658203125,0.9967803955078125,-30.377365112304688,-0.4490966796875,-24.678298950195312,0,false
650469e688f911d6b5fce420,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,169,,,,,EyeTrackingFollowData,1,2.8100433349609375,0.49612390995025635,0.519374668598175,-0.009552001953125,-0.0833892822265625,0.9964599609375,31.946807861328125,0.6534881591796875,-24.737045288085938,1,2.949005126953125,0.5528510212898254,0.5525153875350952,0.0161895751953125,-0.0793914794921875,0.9967041015625,-30.601821899414062,-0.453765869140625,-24.6783447265625,0,0,0,0,0.0161590576171875,-0.07940673828125,0.9967041015625,-30.539520263671875,-0.452667236328125,-24.67840576171875,0,false
650469e688f911d6b5fce422,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,181,,,,,EyeTrackingFollowData,1,2.8100433349609375,0.49612390995025635,0.519374668598175,-0.009552001953125,-0.0833892822265625,0.9964599609375,31.946807861328125,0.6534881591796875,-24.737045288085938,1,2.949005126953125,0.5528510212898254,0.5525153875350952,0.0161895751953125,-0.0793914794921875,0.9967041015625,-30.601821899414062,-0.453765869140625,-24.6783447265625,0,0,0,0,0.0161590576171875,-0.07940673828125,0.9967041015625,-30.539520263671875,-0.452667236328125,-24.67840576171875,0,false
650469e688f911d6b5fce424,2023-09-15 10:27:50 AM,EyeData,,,,,,,,,,,,,186,,,,,EyeTrackingFollowData,1,2.8100433349609375,0.49612390995025635,0.519374668598175,-0.009552001953125,-0.0833892822265625,0.9964599609375,31.946807861328125,0.6534881591796875,-24.737045288085938,1,2.949005126953125,0.5528510212898254,0.5525153875350952,0.0161895751953125,-0.0793914794921875,0.9967041015625,-30.601821899414062,-0.453765869140625,-24.6783447265625,0,0,0,0,0.0161590576171875,-0.07940673828125,0.9967041015625,-30.539520263671875,-0.452667236328125,-24.67840576171875,0,false
