Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
,,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",10/13/2022 10:38,,,bf63a913-9b08-4497-a7ca-e68dfa0157b0,ApplicationStart,,,,,,,
0,Normal,10,,10/13/2022 10:40,,FALSE,bf63a913-9b08-4497-a7ca-e68dfa0157b0,FingerFollowConfig,,,,,,,
4,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,0,
4,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.002215175,0.756907463,0.342079371,,,0,
69,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,1,0
69,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.00202488,0.757075965,0.341771334,,,1,0
151,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,2,1
151,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.001520315,0.757164299,0.341974884,,,2,1
234,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059814215,-1.308596373,,,3,2
234,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.001408281,0.757998466,0.341888249,,,3,2
330,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,4,3
330,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.000437763,0.76041466,0.341011018,,,4,3
413,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,5,4
413,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,0.001739005,0.770600557,0.337018281,,,5,4
484,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,6,5
484,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,0.010553396,0.796753407,0.336681098,,,6,5
567,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,7,6
567,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,0.017718062,0.844849527,0.354429066,,,7,6
650,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,8,7
650,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,0.01041081,0.894990861,0.368681163,,,8,7
734,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059814095,-1.308596492,,,9,8
734,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.004414261,0.935172796,0.382880211,,,9,8
818,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,10,9
818,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.014319953,0.97936058,0.396336406,,,10,9
901,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
901,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.011678933,1.043302178,0.408307672,,,,
985,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596611,,,,
985,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.005690322,1.120844007,0.40985325,,,,
1068,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
1068,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.007718019,1.196363568,0.398102552,,,,
1152,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
1152,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.020169422,1.252578497,0.408530742,,,,
1236,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059814095,-1.308596373,,,,
1236,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.039996691,1.279742002,0.425148129,,,,
1319,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
1319,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.056944653,1.303857327,0.425033331,,,,
1403,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
1403,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.062569387,1.333679676,0.431830317,,,,
1487,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
1487,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.066020995,1.353428006,0.440846443,,,,
1570,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
1570,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.067804724,1.356449962,0.451276839,,,,
1654,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
1654,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.06569574,1.350785494,0.449629426,,,,
1737,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813738,-1.308596492,,,,
1737,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.059409183,1.33240664,0.443995625,,,,
1821,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
1821,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.052679557,1.311154366,0.429482609,,,,
1904,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
1904,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.048209216,1.294919014,0.414782524,,,,
1988,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
1988,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.048188753,1.281838298,0.399085373,,,,
2072,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
2072,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.050305687,1.270602465,0.382397205,,,,
2155,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2155,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.051545598,1.264496326,0.370653152,,,,
2239,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
2239,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.049255643,1.263901353,0.370937973,,,,
2309,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2309,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.049604706,1.265444994,0.371852368,,,,
2393,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2393,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.052435845,1.269813895,0.37266016,,,,
2477,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2477,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.053447504,1.268754959,0.371140808,,,,
2560,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059814095,-1.308596492,,,,
2560,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.050169248,1.263035059,0.368150294,,,,
2644,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2644,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.053851593,1.26391089,0.363995105,,,,
2727,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2727,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.055409878,1.268441319,0.364689887,,,,
2811,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813857,-1.308596492,,,,
2811,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.054713782,1.267054558,0.363786161,,,,
2894,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
2894,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.0554851,1.26817894,0.362991065,,,,
2977,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
2977,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.057671573,1.26679194,0.36136362,,,,
3061,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
3061,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.060859054,1.263920069,0.360046595,,,,
3145,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596492,,,,
3145,,,,10/13/2022 10:40,FingerFollowData,,,RightControllerPosition,-0.062211715,1.261616468,0.360418499,,,,
3228,,,,10/13/2022 10:40,FingerFollowData,,,LeftControllerPosition,1.169461489,1.059813976,-1.308596373,,,,
