Value.CurrentRepetition,Value.Delay,Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z
,,,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-13 10:38:16 AM,,,bf63a913-9b08-4497-a7ca-e68dfa0157b0,ApplicationStart,,,
,,0,10,,2022-10-13 10:47:38 AM,,false,bf63a913-9b08-4497-a7ca-e68dfa0157b0,FingerNoseConfig,,,
,,1,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.029499027878046036,0.6330626010894775,0.31569892168045044
,,83,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,83,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.029328029602766037,0.6329787373542786,0.31554114818573
,,165,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,165,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.029271554201841354,0.6319169998168945,0.31509336829185486
,,249,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,249,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.029891913756728172,0.6310896873474121,0.31535032391548157
,,332,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,332,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.031473882496356964,0.6336992383003235,0.31536486744880676
,,416,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,416,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.03311266750097275,0.6447723507881165,0.3148600459098816
,,499,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,499,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.03456742316484451,0.6791245937347412,0.3116277754306793
,,583,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,583,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.03200382739305496,0.7334235906600952,0.3037545382976532
,,666,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,666,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.023744354024529457,0.795699417591095,0.29254913330078125
,,750,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,750,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,0.007411538623273373,0.8457498550415039,0.2894495129585266
,,833,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,833,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,-0.00836628396064043,0.9013783931732178,0.30870676040649414
,,917,,,2022-10-13 10:47:38 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,917,,,2022-10-13 10:47:38 AM,FingerNoseData,,,RightControllerPosition,-0.019384466111660004,0.9744816422462463,0.32824432849884033
,,1001,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1001,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.03197873756289482,1.0531245470046997,0.3515116572380066
,,1084,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1084,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.05044269561767578,1.1048232316970825,0.375363290309906
,,1168,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1168,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.0725909024477005,1.1375303268432617,0.39647629857063293
,,1251,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1251,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.10654325038194656,1.1434950828552246,0.4306125342845917
,,1335,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1335,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.12678153812885284,1.1405255794525146,0.46671831607818604
1,1419,1419,,,2022-10-13 10:47:39 AM,,,,FingerNoseData,,,
,,1419,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1419,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.1316588670015335,1.1531355381011963,0.4865805208683014
,,1502,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1502,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.13437752425670624,1.1575785875320435,0.4934827983379364
,,1585,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1585,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.13262633979320526,1.1500508785247803,0.48721781373023987
,,1656,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1656,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.12050473690032959,1.1443815231323242,0.4507750868797302
,,1739,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1739,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.09896580129861832,1.1493544578552246,0.3352099359035492
,,1823,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1823,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.05577133968472481,1.1430643796920776,0.19382567703723907
,,1906,,,2022-10-13 10:47:39 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1906,,,2022-10-13 10:47:39 AM,FingerNoseData,,,RightControllerPosition,-0.038068439811468124,1.1277198791503906,0.0972311869263649
,,1990,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,1990,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.04584534466266632,1.1236097812652588,0.056262530386447906
,,2073,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2073,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.040546875447034836,1.1304374933242798,0.042510852217674255
,,2157,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2157,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.059509966522455215,1.141844391822815,0.08411607146263123
,,2241,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2241,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.0923849418759346,1.1853106021881104,0.2138630598783493
,,2324,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2324,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.12690101563930511,1.2219175100326538,0.3160780966281891
,,2408,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2408,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.15616759657859802,1.2585080862045288,0.39597389101982117
,,2491,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2491,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.16565477848052979,1.2963221073150635,0.4525505304336548
,,2575,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2575,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.16317741572856903,1.3107309341430664,0.4665239155292511
,,2658,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2658,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.14660236239433289,1.2975088357925415,0.4480968713760376
,,2742,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2742,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.11988604813814163,1.2676650285720825,0.403195321559906
,,2826,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2826,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.11093500256538391,1.2366001605987549,0.4013071656227112
,,2909,,,2022-10-13 10:47:40 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2909,,,2022-10-13 10:47:40 AM,FingerNoseData,,,RightControllerPosition,-0.12823398411273956,1.2466576099395752,0.43542608618736267
,,2992,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,2992,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.15806648135185242,1.28610360622406,0.47175222635269165
2,1629,3048,,,2022-10-13 10:47:41 AM,,,,FingerNoseData,,,
,,3076,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3076,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.1769874542951584,1.3136755228042603,0.5077401995658875
,,3160,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3160,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.17119862139225006,1.3082325458526611,0.5198245048522949
,,3243,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3243,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.15210095047950745,1.287229299545288,0.5063783526420593
,,3327,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3327,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.13917185366153717,1.2690037488937378,0.42079824209213257
,,3410,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3410,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.11428243666887283,1.2187532186508179,0.28813543915748596
,,3494,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3494,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.0891801193356514,1.175557017326355,0.2009199559688568
,,3577,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3577,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.08601152896881104,1.1448270082473755,0.14701150357723236
,,3661,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3661,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.08406876772642136,1.1410291194915771,0.11515700817108154
,,3744,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3744,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.07823032885789871,1.153901219367981,0.09297351539134979
,,3828,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3828,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.07739660888910294,1.163860559463501,0.10514459013938904
,,3898,,,2022-10-13 10:47:41 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3898,,,2022-10-13 10:47:41 AM,FingerNoseData,,,RightControllerPosition,-0.11170925199985504,1.1951647996902466,0.192404642701149
,,3981,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,3981,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.15646392107009888,1.2459945678710938,0.3260821998119354
,,4064,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4064,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.17708216607570648,1.2775388956069946,0.41527238488197327
,,4147,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4147,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.18682992458343506,1.3033406734466553,0.4560876488685608
,,4231,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4231,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.1981496512889862,1.3180619478225708,0.4868035316467285
3,1239,4287,,,2022-10-13 10:47:42 AM,,,,FingerNoseData,,,
,,4314,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4314,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.21169108152389526,1.325076937675476,0.5079659819602966
,,4398,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4398,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.21735773980617523,1.3327077627182007,0.5166662931442261
,,4481,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4481,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.21323032677173615,1.3322325944900513,0.5000563859939575
,,4565,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4565,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.20000708103179932,1.315995216369629,0.44643548130989075
,,4648,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4648,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.16360360383987427,1.2807037830352783,0.33634525537490845
,,4732,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4732,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.127913698554039,1.2036044597625732,0.22278857231140137
,,4816,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4816,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.11036167293787003,1.158408284187317,0.16323935985565186
,,4899,,,2022-10-13 10:47:42 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4899,,,2022-10-13 10:47:42 AM,FingerNoseData,,,RightControllerPosition,-0.1036270260810852,1.1443568468093872,0.13271889090538025
,,4983,,,2022-10-13 10:47:43 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,4983,,,2022-10-13 10:47:43 AM,FingerNoseData,,,RightControllerPosition,-0.10006634145975113,1.1562854051589966,0.11287861317396164
,,5066,,,2022-10-13 10:47:43 AM,FingerNoseData,,,LeftControllerPosition,1.1694614887237549,1.0598139762878418,-1.3085963726043701
,,5066,,,2022-10-13 10:47:43 AM,FingerNoseData,,,RightControllerPosition,-0.10014414042234421,1.165462613105774,0.10793575644493103
