Value.ElapsedTime,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolEnded,Value.TrialID,Value.Type,Value.VibrationStrength
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 10:38:35 AM,,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,ApplicationStart,
0,5,,2022-10-20 10:59:08 AM,false,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
3021,,,2022-10-20 10:59:11 AM,,,VibrationData,0.0060000005178153515
3034,,,2022-10-20 10:59:11 AM,,,VibrationData,0
6209,,,2022-10-20 10:59:14 AM,,,VibrationData,0.0060000005178153515
6292,,,2022-10-20 10:59:15 AM,,,VibrationData,0.0005000000237487257
8910,,,2022-10-20 10:59:17 AM,,,VibrationData,0.005000000353902578
8910,5,,2022-10-20 10:59:17 AM,true,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
0,5,,2022-10-20 10:59:51 AM,false,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
2813,,,2022-10-20 10:59:54 AM,,,VibrationData,0.005500000435858965
3398,,,2022-10-20 10:59:54 AM,,,VibrationData,0.0010000000474974513
5862,,,2022-10-20 10:59:57 AM,,,VibrationData,0.005000000353902578
6085,,,2022-10-20 10:59:57 AM,,,VibrationData,0.0005000000237487257
8632,,,2022-10-20 10:59:59 AM,,,VibrationData,0.005000000353902578
8633,5,,2022-10-20 10:59:59 AM,true,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
0,5,,2022-10-20 11:00:05 AM,false,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
2577,,,2022-10-20 11:00:07 AM,,,VibrationData,0.005000000353902578
5013,,,2022-10-20 11:00:10 AM,,,VibrationData,0.004500000271946192
5459,,,2022-10-20 11:00:10 AM,,,VibrationData,0.0010000000474974513
7826,,,2022-10-20 11:00:13 AM,,,VibrationData,0.005000000353902578
7840,,,2022-10-20 11:00:13 AM,,,VibrationData,0
7840,5,,2022-10-20 11:00:13 AM,true,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,VibrationConfig,
,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",2022-10-20 11:00:17 AM,,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,ApplicationQuit,
