Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
,,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",10/20/2022 10:38,,,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,ApplicationStart,,,,,,,
0,Normal,10,,10/20/2022 10:43,,FALSE,7347f15c-885b-4ca5-82f2-3d328ca9d8d2,FingerFollowConfig,,,,,,,
4,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,0,
4,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.083997846,0.852708817,0.450763345,,,0,
82,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,1,0
82,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.084718801,0.853334725,0.45022285,,,1,0
164,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,2,1
164,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.084325179,0.854783535,0.450612128,,,2,1
247,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,3,2
247,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.08390227,0.855908632,0.450829923,,,3,2
330,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,4,3
330,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.082628518,0.857542813,0.451383621,,,4,3
413,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,5,4
413,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.081303462,0.858357549,0.451402664,,,5,4
497,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,6,5
497,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.079773739,0.858364284,0.451666743,,,6,5
579,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,7,6
579,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.078034818,0.857129693,0.452012211,,,7,6
663,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,8,7
663,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.075036839,0.857254267,0.452860773,,,8,7
747,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,9,8
747,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.07264933,0.856888831,0.453111708,,,9,8
831,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,10,9
831,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.068090402,0.855357051,0.454107195,,,10,9
901,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
901,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.062753625,0.855168462,0.455485046,,,,
985,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
985,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.057847477,0.85637784,0.457128614,,,,
1069,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1069,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.053843152,0.860188544,0.45841974,,,,
1152,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1152,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.050187636,0.86627388,0.460285991,,,,
1236,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1236,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.047979467,0.873392522,0.462566793,,,,
1319,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1319,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.046977058,0.881101429,0.466386259,,,,
1403,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1403,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.044774469,0.893023193,0.472140193,,,,
1487,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1487,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.043205321,0.912077248,0.477620333,,,,
1570,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1570,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.042422697,0.938554347,0.483512759,,,,
1654,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1654,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.039243467,0.970542312,0.489199698,,,,
1738,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1738,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.037496462,1.001183629,0.493889928,,,,
1821,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
1821,,,,10/20/2022 10:43,FingerFollowData,,,RightControllerPosition,-0.038027257,1.026785254,0.50023967,,,,
1904,,,,10/20/2022 10:43,FingerFollowData,,,LeftControllerPosition,-0.947318316,0.732122481,-0.275557339,,,,
