Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.Distance,Value.ElapsedTime,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.Scenario,Value.TargetSize,Value.Time,Value.TimeFixation,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFixationScene"",""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingFollowScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene"",""EyeTrackingMultipleScene""]",,2022-09-28 10:42:46 AM,,,,03d57d63-c17f-4a5a-84e6-d1193de40823,ApplicationStart
,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,1,2022-09-28 10:43:04 AM,7,,false,03d57d63-c17f-4a5a-84e6-d1193de40823,EyeTrackingFixConfig
0,false,-0.13360595703125,0.04132080078125,0.9901580810546875,-25.990936279296875,-3.26348876953125,-22.819198608398438,0,0,0,0,,0,-0.1509246826171875,0.0408935546875,0.9876861572265625,27.710586547851562,-1.478546142578125,-20.868301391601562,1,2.3363037109375,0.6573320627212524,0.5320095419883728,-0.1322021484375,0.041351318359375,0.9903564453125,-30.31292724609375,-3.407135009765625,-22.976211547851562,1,2.459197998046875,0.5647225379943848,0.6075388193130493,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1338043212890625,0.0412139892578125,0.990142822265625,-26.560989379882812,-3.2805023193359375,-22.841339111328125,0,0,0,0,,5,-0.1518402099609375,0.039031982421875,0.9876251220703125,27.725189208984375,-1.4618377685546875,-20.8931884765625,1,2.326202392578125,0.6570725440979004,0.5320095419883728,-0.1325531005859375,0.0413665771484375,0.9903106689453125,-30.3048095703125,-3.405914306640625,-22.975692749023438,1,2.465789794921875,0.5645196437835693,0.607496440410614,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1338043212890625,0.0412139892578125,0.990142822265625,-26.560989379882812,-3.2805023193359375,-22.841339111328125,0,0,0,0,,13,-0.1518402099609375,0.039031982421875,0.9876251220703125,27.725189208984375,-1.4618377685546875,-20.8931884765625,1,2.326202392578125,0.6570725440979004,0.5320095419883728,-0.1325531005859375,0.0413665771484375,0.9903106689453125,-30.3048095703125,-3.405914306640625,-22.975692749023438,1,2.465789794921875,0.5645196437835693,0.607496440410614,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1338958740234375,0.04107666015625,0.990142822265625,-25.286865234375,-3.2354278564453125,-22.796142578125,0,0,0,0,,21,-0.1501007080078125,0.0428466796875,0.98773193359375,27.72906494140625,-1.4575958251953125,-20.898941040039062,1,2.326751708984375,0.6566657423973083,0.5312681794166565,-0.132354736328125,0.0409088134765625,0.9903411865234375,-30.30303955078125,-3.4036407470703125,-22.97564697265625,1,2.4668731689453125,0.5644307136535645,0.607496440410614,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1338958740234375,0.04107666015625,0.990142822265625,-25.286865234375,-3.2354278564453125,-22.796142578125,0,0,0,0,,21,-0.1501007080078125,0.0428466796875,0.98773193359375,27.72906494140625,-1.4575958251953125,-20.898941040039062,1,2.326751708984375,0.6566657423973083,0.5312681794166565,-0.132354736328125,0.0409088134765625,0.9903411865234375,-30.30303955078125,-3.4036407470703125,-22.97564697265625,1,2.4668731689453125,0.5644307136535645,0.607496440410614,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1406707763671875,0.049468994140625,0.9888153076171875,-26.121124267578125,-3.30352783203125,-22.72503662109375,0,0,0,0,,29,-0.1586456298828125,0.050933837890625,0.9860076904296875,27.693099975585938,-1.630584716796875,-20.431884765625,1,2.3712310791015625,0.6586335897445679,0.5314830541610718,-0.1392669677734375,0.0493621826171875,0.989013671875,-30.309036254882812,-3.4337158203125,-22.903488159179688,1,2.479095458984375,0.5657195448875427,0.606484591960907,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1406707763671875,0.049468994140625,0.9888153076171875,-26.121124267578125,-3.30352783203125,-22.72503662109375,0,0,0,0,,40,-0.1586456298828125,0.050933837890625,0.9860076904296875,27.693099975585938,-1.630584716796875,-20.431884765625,1,2.3712310791015625,0.6586335897445679,0.5314830541610718,-0.1392669677734375,0.0493621826171875,0.989013671875,-30.309036254882812,-3.4337158203125,-22.903488159179688,1,2.479095458984375,0.5657195448875427,0.606484591960907,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
0,false,-0.1574249267578125,0.045928955078125,0.9864501953125,-27.170425415039062,-3.30523681640625,-22.834243774414062,0,0,0,0,,52,-0.17095947265625,0.0439300537109375,0.984283447265625,27.612579345703125,-1.56634521484375,-20.612396240234375,1,2.5107269287109375,0.6632205247879028,0.5324424505233765,-0.1566314697265625,0.0460357666015625,0.986572265625,-30.35809326171875,-3.40643310546875,-22.963516235351562,1,2.5053863525390625,0.5701892375946045,0.6068390011787415,,,2022-09-28 10:43:04 AM,,EyeTrackingFixData,,,EyeData
