_id,Value.Time,Value.Type,Value.PatientID,Value.TrialID,Value.Scenario[0],Value.Scenario[1],Value.Scenario[2],Value.Scenario[3],Value.Scenario[4],Value.Scenario[5],Value.Scenario[6],Value.Scenario[7],Value.Scenario[8],Value.Scenario[9],Value.ElapsedTime,Value.ToolEnded,Value.Repetitions,Value.TargetSpeed,Value.TargetSize,Value.ToolData,Value.LeftEyeOpenness,Value.LeftEyePupilDiameter,Value.LeftEyePupilPositionInSensorArea_x,Value.LeftEyePupilPositionInSensorArea_y,Value.LeftEyeGazeDirectionNormalized_x,Value.LeftEyeGazeDirectionNormalized_y,Value.LeftEyeGazeDirectionNormalized_z,Value.LeftEyeGazeOrigin_x,Value.LeftEyeGazeOrigin_y,Value.LeftEyeGazeOrigin_z,Value.RightEyeOpenness,Value.RightEyePupilDiameter,Value.RightEyePupilPositionInSensorArea_x,Value.RightEyePupilPositionInSensorArea_y,Value.RightEyeGazeDirectionNormalized_x,Value.RightEyeGazeDirectionNormalized_y,Value.RightEyeGazeDirectionNormalized_z,Value.RightEyeGazeOrigin_x,Value.RightEyeGazeOrigin_y,Value.RightEyeGazeOrigin_z,Value.CombinedEyesOpenness,Value.CombinedEyesPupilDiameter,Value.CombinedEyesPupilPositionInSensorArea_x,Value.CombinedEyesPupilPositionInSensorArea_y,Value.CombinedEyesGazeDirectionNormalized_x,Value.CombinedEyesGazeDirectionNormalized_y,Value.CombinedEyesGazeDirectionNormalized_z,Value.CombinedEyesGazeOrigin_x,Value.CombinedEyesGazeOrigin_y,Value.CombinedEyesGazeOrigin_z,Value.CombinedEyesConvergenceDistance,Value.CombinedEyesConvergenceDistanceValidity
64b694377acdcbb1f1ae3960,2023-07-18 9:31:35 AM,ApplicationStart,Default,4a4fd364-ea76-4e81-a575-37a7e7ea0a16,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFixationScene,EyeTrackingFollowScene,EyeTrackingFollowScene,EyeTrackingFollowScene,EyeTrackingMultipleScene,EyeTrackingMultipleScene,EyeTrackingMultipleScene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64b6948a7acdcbb1f1ae54fa,2023-07-18 9:32:58 AM,EyeTrackingFollowConfig,Default,4a4fd364-ea76-4e81-a575-37a7e7ea0a16,,,,,,,,,,,0,false,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64b6948a7acdcbb1f1ae54fc,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,0,,,,,EyeTrackingFollowData,0.7800439596176147,2.8839263916015625,0.5283521413803101,0.6059367656707764,0.0369873046875,0.0504150390625,0.9980316162109375,33.46978759765625,-1.72222900390625,-27.750350952148438,0.8521860837936401,3.1180419921875,0.5346407890319824,0.5645874738693237,0.049163818359375,0.0529937744140625,0.99737548828125,-33.05796813964844,-0.4771728515625,-27.88336181640625,0,0,0,0,0.0432281494140625,0.051727294921875,0.997711181640625,-0.6072235107421875,-1.0844879150390625,-27.8184814453125,0,false
64b6948a7acdcbb1f1ae54fe,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,4,,,,,EyeTrackingFollowData,0.7800439596176147,2.8839263916015625,0.5283521413803101,0.6059367656707764,0.0369873046875,0.0504150390625,0.9980316162109375,33.46978759765625,-1.72222900390625,-27.750350952148438,0.8521860837936401,3.1180419921875,0.5346407890319824,0.5645874738693237,0.049163818359375,0.0529937744140625,0.99737548828125,-33.05796813964844,-0.4771728515625,-27.88336181640625,0,0,0,0,0.0432281494140625,0.051727294921875,0.997711181640625,-0.6072235107421875,-1.0844879150390625,-27.8184814453125,0,false
64b6948a7acdcbb1f1ae5500,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,10,,,,,EyeTrackingFollowData,0.7800439596176147,2.8839263916015625,0.5283521413803101,0.6059367656707764,0.0369873046875,0.0504150390625,0.9980316162109375,33.46978759765625,-1.72222900390625,-27.750350952148438,0.8521860837936401,3.1180419921875,0.5346407890319824,0.5645874738693237,0.049163818359375,0.0529937744140625,0.99737548828125,-33.05796813964844,-0.4771728515625,-27.88336181640625,0,0,0,0,0.0432281494140625,0.051727294921875,0.997711181640625,-0.6072235107421875,-1.0844879150390625,-27.8184814453125,0,false
64b6948a7acdcbb1f1ae5502,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,20,,,,,EyeTrackingFollowData,0.7918025851249695,2.850341796875,0.5283521413803101,0.6060070991516113,0.03753662109375,0.04998779296875,0.9980316162109375,33.46784973144531,-1.7238311767578125,-27.748245239257812,0.8572348356246948,3.1274261474609375,0.5346407890319824,0.5651827454566956,0.0493927001953125,0.0523681640625,0.9973907470703125,-33.05889892578125,-0.49102783203125,-27.883163452148438,0,0,0,0,0.04339599609375,0.0511627197265625,0.99774169921875,0.6418609619140625,-1.11553955078125,-27.814804077148438,0,false
64b6948a7acdcbb1f1ae5504,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,26,,,,,EyeTrackingFollowData,0.8080976605415344,2.8843841552734375,0.5283576250076294,0.6060070991516113,0.0373077392578125,0.0502166748046875,0.9980316162109375,33.46784973144531,-1.7238311767578125,-27.748245239257812,0.8790495991706848,3.128204345703125,0.5346776247024536,0.5654900074005127,0.0493316650390625,0.0510101318359375,0.997467041015625,-33.0595703125,-0.4947357177734375,-27.87628173828125,0,0,0,0,0.0431976318359375,0.05059814453125,0.997772216796875,0.8931884765625,-1.12200927734375,-27.810928344726562,0,false
64b6948a7acdcbb1f1ae5506,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,31,,,,,EyeTrackingFollowData,0.8080976605415344,2.8843841552734375,0.5283576250076294,0.6060070991516113,0.0373077392578125,0.0502166748046875,0.9980316162109375,33.46784973144531,-1.7238311767578125,-27.748245239257812,0.8790495991706848,3.128204345703125,0.5346776247024536,0.5654900074005127,0.0493316650390625,0.0510101318359375,0.997467041015625,-33.0595703125,-0.4947357177734375,-27.87628173828125,0,0,0,0,0.0431976318359375,0.05059814453125,0.997772216796875,0.8931884765625,-1.12200927734375,-27.810928344726562,0,false
64b6948a7acdcbb1f1ae5508,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,43,,,,,EyeTrackingFollowData,0.821095883846283,2.8504180908203125,0.5283521413803101,0.6060672998428345,0.037445068359375,0.0500335693359375,0.9980316162109375,33.468231201171875,-1.73187255859375,-27.727462768554688,0.9111510515213013,3.1273345947265625,0.5347390174865723,0.5661880970001221,0.04901123046875,0.0481414794921875,0.9976348876953125,-33.0595703125,-0.4998779296875,-27.875,0,0,0,0,0.043304443359375,0.049072265625,0.9978485107421875,-0.196807861328125,-1.1084442138671875,-27.802108764648438,0,false
64b6948a7acdcbb1f1ae550a,2023-07-18 9:32:58 AM,EyeData,,,,,,,,,,,,,53,,,,,EyeTrackingFollowData,0.821095883846283,2.8504180908203125,0.5283521413803101,0.6060672998428345,0.037445068359375,0.0500335693359375,0.9980316162109375,33.468231201171875,-1.73187255859375,-27.727462768554688,0.9111510515213013,3.1273345947265625,0.5347390174865723,0.5661880970001221,0.04901123046875,0.0481414794921875,0.9976348876953125,-33.0595703125,-0.4998779296875,-27.875,0,0,0,0,0.043304443359375,0.049072265625,0.9978485107421875,-0.196807861328125,-1.1084442138671875,-27.802108764648438,0,false
