Value.ElapsedTime,Value.Mode,Value.Repetitions,Value.Scenario,Value.Time,Value.ToolData,Value.ToolEnded,Value.TrialID,Value.Type,Value.x,Value.y,Value.z,Value.LostFocusTime,Value.CurrentRepetition,Value.TrajectoryRepetitionStart,Value.TrajectoryRepetitionEnd
,,,"[""RhythmScene"",""RhythmScene"",""RhythmScene"",""RhythmScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""FingerFollowScene"",""EyeContrastScene"",""EyeContrastScene"",""EyeContrastScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""SpeechPerceptionScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""FingerNoseScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""EverydayTaskScene"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""PegboardSphereScene_AutoHand"",""VibrationScene"",""VibrationScene"",""VibrationScene""]",10/11/2022 11:26,,,64fd3bd2-250c-499a-95f8-bc9d28304b8f,ApplicationStart,,,,,,,
0,Normal,10,,10/11/2022 11:28,,FALSE,64fd3bd2-250c-499a-95f8-bc9d28304b8f,FingerFollowConfig,,,,,,,
3,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,0,
3,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.087524936,0.689777792,0.347269446,,,0,
70,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,1,0
70,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.088106185,0.692833185,0.348188698,,,1,0
151,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,2,1
151,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.08863996,0.694687009,0.348763883,,,2,1
234,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,3,2
234,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.089502163,0.696033061,0.349016666,,,3,2
316,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,4,3
316,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.090336852,0.696727276,0.348312169,,,4,3
400,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,5,4
400,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.090328746,0.696782768,0.348473459,,,5,4
483,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,6,5
483,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.08750321,0.696938217,0.351568639,,,6,5
566,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,7,6
566,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.082793593,0.70082134,0.356186062,,,7,6
651,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,8,7
651,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.079797097,0.71007216,0.361397356,,,8,7
733,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,9,8
733,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.084143482,0.725142717,0.364299119,,,9,8
817,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,10,9
817,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.093812674,0.742222488,0.363371283,,,10,9
901,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
901,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.100584693,0.758798778,0.365286648,,,,
985,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
985,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.097538456,0.790511012,0.3782489,,,,
1068,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1068,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.092459165,0.849524379,0.389913499,,,,
1152,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1152,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.091453835,0.928777933,0.38840583,,,,
1235,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1235,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.09607245,1.011065841,0.373831391,,,,
1319,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1319,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.104740806,1.073471785,0.36320892,,,,
1403,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1403,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.112952366,1.105751276,0.373316616,,,,
1486,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1486,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.120718457,1.11696434,0.381835729,,,,
1570,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1570,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.122343242,1.119499922,0.398834646,,,,
1654,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1654,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.120857581,1.118087769,0.41432333,,,,
1737,,,,10/11/2022 11:28,FingerFollowData,,,LeftControllerPosition,-1.405384064,0.75379765,-0.541514158,,,,
1737,,,,10/11/2022 11:28,FingerFollowData,,,RightControllerPosition,-0.121925667,1.123646975,0.416115522,,,,
